Název VŠ;Součást vysoké školy;Název programu;Typ programu;Forma studia;Doba studia;Název oboru;Jazyk výuky;Oprávnění konat rigorózní zkoušku;Komise;Akreditace udělena;Datum platnosti akreditace;Akreditace omezena;Číslo jednací;STUDPROG;AKVO
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Doktorský;K, P;4;Zoohygiena a prevence chorob hospodářských zvířat;Česky;NE;02/2012;ANO;31.05.2020;NE;16431/2012;P4103;4103V014
Masarykova univerzita;;Fyzika;Doktorský;K, P;4;Mechanické vlastnosti pevných látek;Česky;NE;03/2007;ANO;01.08.2015;NE;17682/2007;P1703;1701V023
Masarykova univerzita;;Physics;Doktorský;K, P;4;Mechanical Behavior of Materials;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17682/2007;P1703;1701V023
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Bakalářský;P;3;Economic Policy (dvouoborové);Anglicky;NE;04/2012;ANO;31.12.2020;NE;43189/2012;B6202;6202R025
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Bakalářský;P;3;Economic Policy (jednooborové);Anglicky;NE;04/2011;ANO;01.03.2017;NE;29509/2011;B6202;6202R025
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Bakalářský;P;3;Public Economics and Administration (jednooborové);Anglicky;NE;04/2011;ANO;31.12.2017;NE;29509/2011;B6202;6202R055
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Bakalářský;P;3;Regional Development and Tourism;Anglicky;NE;03/2014;ANO;31.05.2022;NE;MSMT/24464/2014;N6202;6202R099
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Magisterský;P;5;Public Economics and Administration (jednooborové);Anglicky;NE;04/2011;ANO;31.10.2015;NE;29509/2011;M6202;6202T054
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Magisterský;P;5;Regional Development and Administration (jednooborové);Anglicky;NE;02/2012;ANO;31.10.2016;NE;16436/2012;M6202;6202T041
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Economic Policy;Anglicky;NE;04/2006;ANO;20.07.2015;NE;22546/2006;N6202;6202T054
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Economic Policy and International Relations (jednooborové);Anglicky;NE;04/2012;ANO;31.12.2020;NE;43189/2012;N6202;6202T094
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Financial Management;Anglicky;NE;04/2006;ANO;20.07.2015;NE;22546/2006;N6202;6202T022
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Public Economics and Administration (jednooborové);Anglicky;NE;03/2010;ANO;20.07.2015;NE;19386/2010;N6202;6202T055
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Public Economics and Administration (jednooborové);Anglicky;NE;02/2014;ANO;31.12.2020;NE;MSMT/14358/2014;N6202;6202T055
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Public Economy;Anglicky;NE;04/2006;ANO;20.07.2015;NE;22546/2006;N6202;6202T054
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Navazující magisterský;P;2;Regional Development and Administration;Anglicky;NE;04/2006;ANO;20.07.2015;NE;22546/2006;N6202;6202T041
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Doktorský;K, P;4;Economic Policy;Anglicky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6224;6202V025
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Doktorský;K, P;4;Economic Policy;Anglicky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6224;6202V025
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Doktorský;K, P;4;Public Economics;Anglicky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6224;6202V053
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Policy and Administration;Doktorský;K, P;4;Public Economics;Anglicky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6224;6202V053
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Theories;Navazující magisterský;P;2;Economics;Anglicky;NE;04/2006;ANO;20.07.2015;NE;22546/2006;N6201;6201T004
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Theory;Bakalářský;P;3;Economics (dvouoborové);Anglicky;NE;03/2014;ANO;31.05.2022;NE;MSMT/24464/2014;B6201;6201R004
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Theory;Navazující magisterský;P;2;Economics (dvouoborové);Anglicky;NE;03/2014;ANO;31.05.2022;NE;MSMT/24464/2014;N6201;6210T004
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Theory;Doktorský;K, P;4;Economics;Anglicky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6229;6201V004
Masarykova univerzita;Ekonomicko-správní fakulta;Economic Theory;Doktorský;K, P;4;Economics;Anglicky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6229;6201V004
Masarykova univerzita;Ekonomicko-správní fakulta;Economics and Management;Navazující magisterský;P;2;Business Management;Anglicky;NE;04/2006;ANO;20.07.2015;NE;22546/2006;N6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Bakalářský;K;3;Business Management;Anglicky;NE;04/2011;ANO;01.03.2017;NE;29509/2011;B6208;6208R091
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Bakalářský;P;3;Business Management (jednooborové);Anglicky;NE;04/2011;ANO;01.03.2017;NE;29509/2011;B6208;6208R091
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Magisterský;P;5;Business Management (jednooborové);Anglicky;NE;04/2011;ANO;31.10.2015;NE;29509/2011;M6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Navazující magisterský;K;2;Business Management;Anglicky;NE;04/2011;ANO;31.03.2017;NE;29509/2011;N6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Navazující magisterský;P;2;Business Management (jednooborové);Anglicky;NE;04/2011;ANO;31.03.2017;NE;29509/2011;N6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Doktorský;K, P;4;Business Economy and Management;Anglicky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6230;6208V086
Masarykova univerzita;Ekonomicko-správní fakulta;Economy and Management;Doktorský;K, P;4;Business Economy and Management;Anglicky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6230;6208V086
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Bakalářský;P;3;Ekonomie;Česky;NE;01/2011;ANO;01.03.2017;NE;5051/2011;B6201;6202R027
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Bakalářský;P;3;Ekonomie (dvouoborové);Česky;NE;01/2014;ANO;31.05.2022;NE;6061/2014;B6201;6201R004
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Magisterský;P;5;Ekonomie;Česky;NE;01/2011;ANO;31.10.2015;NE;5051/2011;M6201;6201T004
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Navazující magisterský;P;2;Ekonomie (dvouoborové);Česky;NE;03/2005;ANO;20.07.2015;NE;3434/2006;N6201;6210T004
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Navazující magisterský;P;2;Ekonomie (dvouoborové);Česky;NE;01/2014;ANO;31.05.2022;NE;6061/2014;N6201;6210T004
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Doktorský;K, P;4;Ekonomie;Česky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6229;6201V004
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomické teorie;Doktorský;K, P;4;Ekonomie;Česky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6229;6201V004
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomika a management;Bakalářský;K, P;3;Podniková ekonomika a management;Česky;NE;01/2011;ANO;01.03.2017;NE;5051/2011;B6208;6208T086
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomika a management;Magisterský;P;5;Podniková ekonomika a management;Česky;NE;01/2011;ANO;31.10.2015;NE;5051/2011;M6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomika a management;Navazující magisterský;K, P;2;Podniková ekonomika a management;Česky;NE;01/2011;ANO;31.03.2017;NE;5051/2011;N6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomika a management;Navazující magisterský;K, P;2;Podnikové hospodářství;Česky;NE;02/2006;ANO;20.07.2015;NE;13970/2006;N6208;6208T091
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomika a management;Doktorský;K, P;4;Podniková ekonomika a management;Česky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6230;6208V086
Masarykova univerzita;Ekonomicko-správní fakulta;Ekonomika a management;Doktorský;K, P;4;Podniková ekonomika a management;Česky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6230;6208V086
Masarykova univerzita;Ekonomicko-správní fakulta;Finance a účetnictví;Bakalářský;K, P;3;Finance;Česky;NE;03/2012;ANO;31.12.2018;NE;28924/2012;B6217;6202R010
Masarykova univerzita;Ekonomicko-správní fakulta;Finance a účetnictví;Bakalářský;P;3;Finance a právo;Česky;NE;03/2012;ANO;31.12.2018;NE;28924/2012;B6217;6202R092
Masarykova univerzita;Ekonomicko-správní fakulta;Finance a účetnictví;Magisterský;P;5;Finance;Česky;NE;01/2011;ANO;31.10.2015;NE;5051/2011;M6217;6202T010
Masarykova univerzita;Ekonomicko-správní fakulta;Finance a účetnictví;Navazující magisterský;K, P;2;Finance;Česky;NE;03/2012;ANO;31.12.2018;NE;28924/2012;N6217;6202T092
Masarykova univerzita;Ekonomicko-správní fakulta;Finance a účetnictví;Doktorský;K, P;4;Finance;Česky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6231;6202V092
Masarykova univerzita;Ekonomicko-správní fakulta;Finance a účetnictví;Doktorský;K, P;4;Finance;Česky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6231;6202V092
Masarykova univerzita;Ekonomicko-správní fakulta;Finance and Accounting;Bakalářský;P;3;Finance (jednooborové);Anglicky;NE;04/2012;ANO;31.12.2018;NE;43189/2012;B6217;6202R010
Masarykova univerzita;Ekonomicko-správní fakulta;Finance and Accounting;Bakalářský;P;3;Finance and Law (jednooborové);Anglicky;NE;04/2012;ANO;31.12.2018;NE;43189/2012;B6217;6202R092
Masarykova univerzita;Ekonomicko-správní fakulta;Finance and Accounting;Navazující magisterský;P;2;Finance (jednooborové);Anglicky;NE;04/2012;ANO;31.12.2018;NE;43189/2012;N6217;6202T010
Masarykova univerzita;Ekonomicko-správní fakulta;Finance and Accounting;Doktorský;K, P;4;Finance;Anglicky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6231;6202V010
Masarykova univerzita;Ekonomicko-správní fakulta;Finance and Accounting;Doktorský;K, P;4;Finance;Anglicky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6231;6202V010
Masarykova univerzita;Ekonomicko-správní fakulta;Finanzwesen und Rechnungswesen;Doktorský;K, P;4;Finanzwesen;Německy;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6231;6202V010
Masarykova univerzita;Ekonomicko-správní fakulta;Finanzwesen und Rechnungswesen;Doktorský;K, P;4;Finanzwesen;Německy;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6231;6202V010
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;K;3;Ekonomika a řízení nestátních neziskových organizací;Česky;NE;02/2012;ANO;31.12.2020;NE;16436/2012;B6202;6208R171
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;P;3;Evropská hospodářská, správní a kulturní studia;Česky;NE;02/2009;ANO;31.05.2015;NE;9129/2009;B6202;6202R074
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;P;3;Hospodářská politika;Česky;NE;01/2011;ANO;01.03.2017;NE;5051/2011;B6202;6202R027
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;P;3;Hospodářská politika (dvouoborové);Česky;NE;02/2012;ANO;31.12.2020;NE;16436/2012;B6202;6202R025
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;K, P;3;Regionální rozvoj a cestovní ruch;Česky;NE;01/2014;ANO;31.05.2022;NE;6061/2014;B6202;6202R099
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;K, P;3;Regionální rozvoj a správa;Česky;NE;01/2011;ANO;31.12.2017;NE;5051/2011;B6202;6202R041
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;K, P;3;Veřejná ekonomika a správa;Česky;NE;01/2011;ANO;31.12.2017;NE;5051/2011;B6202;6202R055
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Bakalářský;K, P;3;Veřejná ekonomika a správa (dvouoborové);Česky;NE;03/2014;ANO;31.07.2020;NE;MSMT/24464/2014;B6202;6202R055
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Magisterský;P;5;Hospodářská politika;Česky;NE;01/2011;ANO;31.10.2015;NE;5051/2011;M6202;6202T025
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Magisterský;P;5;Regionální rozvoj a správa;Česky;NE;01/2011;ANO;31.10.2015;NE;5051/2011;M6202;6202T041
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Magisterský;P;5;Veřejná ekonomika a správa;Česky;NE;01/2011;ANO;31.10.2015;NE;5051/2011;M6202;6202T054
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;K, P;2;Finanční podnikání;Česky;NE;02/2006;ANO;20.07.2015;NE;13970/2006;N6202;6202T022
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;P;2;Hospodářská politika;Česky;NE;03/2005;ANO;20.07.2015;NE;3434/2006;N6202;6202T025
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;P;2;Hospodářská politika a mezinárodní vztahy;Česky;NE;02/2012;ANO;31.12.2020;NE;16436/2012;N6202;6202T094
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;K, P;2;Regionální rozvoj a správa;Česky;NE;02/2006;ANO;20.07.2015;NE;13970/2006;N6202;6202T041
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;P;2;Veřejná ekonomika;Česky;NE;03/2005;ANO;20.07.2015;NE;3434/2006;N6202;6202T054
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;P;2;Veřejná ekonomika a správa;Česky;NE;02/2012;ANO;31.12.2020;NE;16436/2012;N6202;6202T055
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;K, P;2;Veřejná ekonomika a správa;Česky;NE;02/2006;ANO;20.07.2015;NE;13970/2006;N6202;6202T055
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;K, P;2;Veřejná ekonomika a správa (dvouoborové);Česky;NE;03/2014;ANO;31.07.2020;NE;MSMT/24464/2014;N6202;6202T055
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Navazující magisterský;P;2;Veřejná správa, l' Administration publique;Česky;NE;05/2005;ANO;01.12.2015;NE;3434/2006;N6202;6202T057
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Doktorský;K, P;4;Hospodářská politika;Česky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6224;6202V025
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Doktorský;K, P;4;Hospodářská politika;Česky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6224;6202V025
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Doktorský;K, P;4;Veřejná ekonomie;Česky;NE;04/2009;ANO;01.11.2017;NE;22351/2009;P6224;6202V053
Masarykova univerzita;Ekonomicko-správní fakulta;Hospodářská politika a správa;Doktorský;K, P;4;Veřejná ekonomie;Česky;NE;04/2012;ANO;30.09.2020;NE;43189/2012;P6224;6202V053
Masarykova univerzita;Ekonomicko-správní fakulta;Kvantitativní metody v ekonomice;Navazující magisterský;P;2;Matematické a statistické metody v ekonomii;Česky;NE;02/2010;ANO;31.05.2018;NE;11157/2010;N6207;6207T019
Masarykova univerzita;Ekonomicko-správní fakulta;Systémové inženýrství a informatika;Bakalářský;P;3;Podniková informatika;Česky;NE;02/2014;ANO;31.07.2022;NE;MSMT/14358/2014;B6209;6209R011
Masarykova univerzita;Ekonomicko-správní fakulta;Systémové inženýrství a informatika;Navazující magisterský;P;2;Podniková informatika;Česky;NE;02/2014;ANO;31.07.2022;NE;MSMT/14358/2014;N6209;
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Bakalářský;P;3;Aplikovaná informatika;Česky;NE;03/2010;ANO;31.07.2018;NE;19388/2010;B1802;1802R001
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Bakalářský;P;3;Bioinformatika;Česky;NE;03/2010;ANO;31.07.2018;NE;19388/2010;B1802;1802R026
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Bakalářský;P;3;Informatika ve veřejné správě;Česky;NE;03/2010;ANO;31.07.2018;NE;19388/2010;B1802;6202R019
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Bakalářský;P;3;Sociální informatika;Česky;NE;03/2010;ANO;31.07.2018;NE;19388/2010;B1802;1802R033
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Navazující magisterský;P;2;Aplikovaná informatika;Česky;ANO;03/2010;ANO;31.07.2018;NE;19388/2010;N1802;1802T001
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Navazující magisterský;P;2;Bioinformatika;Česky;ANO;03/2010;ANO;31.07.2018;NE;19388/2010;N1802;1802T026
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Navazující magisterský;P;2;Služby-výzkum, řízení a inovace;Česky;ANO;03/2010;ANO;31.07.2018;NE;19388/2010;N1802;1802T031
Masarykova univerzita;Fakulta informatiky;Aplikovaná informatika;Navazující magisterský;P;2;Zpracování obrazu;Česky;ANO;03/2010;ANO;31.07.2018;NE;19388/2010;N1802;1802T027
Masarykova univerzita;Fakulta informatiky;Applied Informatics;Navazující magisterský;P;2;Service Science, Management and Engineering;Anglicky;NE;05/2010;ANO;31.07.2018;NE;33983/2010;N1802;1802T031
Masarykova univerzita;Fakulta informatiky;Informatics;Navazující magisterský;P;2;Embedded Systems;Anglicky;NE;04/2010;ANO;01.11.2018;NE;27394/2010;N1801;1801T027
Masarykova univerzita;Fakulta informatiky;Informatics;Doktorský;K, P;4;;Anglicky;NE;02/2007;ANO;21.05.2015;NE;13546/2007;P1805;1801V000
Masarykova univerzita;Fakulta informatiky;Informatics;Doktorský;K, P;4;Computer Systems and Technologies;Anglicky;NE;03/2012;ANO;31.08.2020;NE;28926/2012;P1805;1801V041
Masarykova univerzita;Fakulta informatiky;Informatics;Doktorský;K, P;4;Computer Systems and Technologies;Anglicky;NE;01/2009;ANO;01.03.2017;NE;3022/2009;P1805;1801V041
